               Simulated_Sample	               Simulated_Sample	Simulated_Sample_with_True_Fits	Simulated_Sample_with_True_Fits
                       159.1916	                        79.7978	                       159.1916	                        79.7978
                       161.8572	                       129.2989	                       161.8572	                       129.2989
                       168.1485	                        89.1098	                       168.1485	                        89.1098
                       176.5721	                       118.9449	                       176.5721	                       118.9449
                       148.3005	                        82.5698	                       148.3005	                        82.5698
                       168.1014	                       105.0551	                       168.1014	                       105.0551
                       168.0900	                       113.6027	                       168.0900	                       113.6027
                       155.3937	                       111.1926	                       155.3937	                       111.1926
                       160.7524	                       105.4683	                       160.7524	                       105.4683
                       140.8877	                       113.9351	                       140.8877	                       113.9351
                        83.2473	                       188.1095	                        83.2473	                       188.1095
                        85.1442	                       202.3156	                        85.1442	                       202.3156
                        76.5063	                       213.7147	                        76.5063	                       213.7147
                        86.7326	                        97.2496	                        86.7326	                        97.2496
                        95.5342	                       105.4348	                        95.5342	                       105.4348
                        82.1889	                        96.3843	                        82.1889	                        96.3843
                        98.0151	                        57.9486	                        98.0151	                        57.9486
                        72.3861	                       130.5795	                        72.3861	                       130.5795
                        80.8613	                        92.6612	                        80.8613	                        92.6612
                        87.9707	                       133.5586	                        87.9707	                       133.5586
                        87.5766	                       272.0293	                        87.5766	                       272.0293
                        87.8320	                       229.1691	                        87.8320	                       229.1691
                        72.0174	                       208.9945	                        72.0174	                       208.9945
                        88.0615	                       202.4563	                        88.0615	                       202.4563
                       100.6254	                       214.9113	                       100.6254	                       214.9113
                        80.2828	                       201.8305	                        80.2828	                       201.8305
                        69.8606	                       216.2694	                        69.8606	                       216.2694
                        95.4750	                       211.0485	                        95.4750	                       211.0485
                        66.5700	                       193.9078	                        66.5700	                       193.9078
                        88.0864	                       197.1450	                        88.0864	                       197.1450
                        81.1319	                       208.4798	                        81.1319	                       208.4798
                        79.7286	                       199.4047	                        79.7286	                       199.4047
                        65.0994	                       217.9897	                        65.0994	                       217.9897
                        84.0088	                       227.2456	                        84.0088	                       227.2456
                        69.3106	                       193.5728	                        69.3106	                       193.5728
                        81.1962	                       248.1463	                        81.1962	                       248.1463
                        75.2814	                       200.6093	                        75.2814	                       200.6093
                        69.5217	                       204.0729	                        69.5217	                       204.0729
                        89.7329	                       210.0204	                        89.7329	                       210.0204
                        81.5820	                       239.0292	                        81.5820	                       239.0292
                        90.9350	                       225.7693	                        90.9350	                       225.7693
                        85.6538	                       331.4042	                        85.6538	                       331.4042
                        76.5196	                       261.7938	                        76.5196	                       261.7938
                        90.0761	                       349.5209	                        90.0761	                       349.5209
                        96.1815	                       306.7485	                        96.1815	                       306.7485
                        72.3766	                       339.1107	                        72.3766	                       339.1107
                        90.4966	                       320.1351	                        90.4966	                       320.1351
                        76.2799	                       324.5282	                        76.2799	                       324.5282
                        91.9749	                       328.9696	                        91.9749	                       328.9696
                        88.5940	                       291.2351	                        88.5940	                       291.2351
                        72.6218	                       268.4497	                        72.6218	                       268.4497
                        78.2731	                       318.1771	                        78.2731	                       318.1771
                        65.1186	                       251.5519	                        65.1186	                       251.5519
                        96.6731	                       319.4903	                        96.6731	                       319.4903
                        76.1820	                       291.3295	                        76.1820	                       291.3295
                       108.8311	                       350.4228	                       108.8311	                       350.4228
                        75.7149	                       321.0748	                        75.7149	                       321.0748
                        95.5339	                       332.3041	                        95.5339	                       332.3041
                        84.3453	                       360.7565	                        84.3453	                       360.7565
                        79.1308	                       356.2501	                        79.1308	                       356.2501
                        81.6525	                       328.1207	                        81.6525	                       328.1207
                        77.0636	                       340.9999	                        77.0636	                       340.9999
                        87.2780	                       427.7555	                        87.2780	                       427.7555
                       100.0364	                       493.9067	                       100.0364	                       493.9067
                        87.1684	                       490.8395	                        87.1684	                       490.8395
                        79.6447	                       327.2793	                        79.6447	                       327.2793
                        84.1047	                       343.0026	                        84.1047	                       343.0026
                        77.0712	                       285.7882	                        77.0712	                       285.7882
                        56.9745	                       318.4501	                        56.9745	                       318.4501
                        75.8978	                       324.4218	                        75.8978	                       324.4218
                       101.9237	                       384.9435	                       101.9237	                       384.9435
                        82.4234	                       361.0747	                        82.4234	                       361.0747
                        86.6879	                       339.5117	                        86.6879	                       339.5117
                        60.3793	                       355.9991	                        60.3793	                       355.9991
                        76.1500	                       249.8828	                        76.1500	                       249.8828
                        81.0659	                       230.6112	                        81.0659	                       230.6112
                        87.2127	                       236.1019	                        87.2127	                       236.1019
                        85.0506	                       201.0522	                        85.0506	                       201.0522
                        73.2633	                       168.2480	                        73.2633	                       168.2480
                        97.9817	                       329.6326	                        97.9817	                       329.6326
                        82.7471	                       294.3068	                        82.7471	                       294.3068
                        67.6899	                       277.5176	                        67.6899	                       277.5176
                        95.5756	                       400.8838	                        95.5756	                       400.8838
                        91.1212	                       439.5107	                        91.1212	                       439.5107
                        83.1366	                       394.9898	                        83.1366	                       394.9898
                        73.7682	                       435.8925	                        73.7682	                       435.8925
                        77.3877	                       414.8970	                        77.3877	                       414.8970
                        84.6883	                       431.4471	                        84.6883	                       431.4471
                        71.4036	                       416.7871	                        71.4036	                       416.7871
                        83.7806	                       407.2249	                        83.7806	                       407.2249
                        62.1651	                       441.3165	                        62.1651	                       441.3165
                        76.6688	                       506.4566	                        76.6688	                       506.4566
                        84.4547	                       424.3482	                        84.4547	                       424.3482
                        91.7388	                       372.0126	                        91.7388	                       372.0126
                        86.2077	                       374.9686	                        86.2077	                       374.9686
                        88.0781	                       452.5224	                        88.0781	                       452.5224
                        94.3950	                       405.2418	                        94.3950	                       405.2418
                        80.2021	                       451.5852	                        80.2021	                       451.5852
                        81.6249	                       446.1019	                        81.6249	                       446.1019
                        66.0328	                       453.7224	                        66.0328	                       453.7224
                        98.2312	                       432.3218	                        98.2312	                       432.3218
                        88.1983	                       441.0431	                        88.1983	                       441.0431
                        87.8318	                       418.2477	                        87.8318	                       418.2477
                        68.0067	                       386.3994	                        68.0067	                       386.3994
                        89.8227	                       438.4236	                        89.8227	                       438.4236
                        80.1485	                       432.1383	                        80.1485	                       432.1383
                        84.3045	                       405.0287	                        84.3045	                       405.0287
                        69.0470	                       481.4681	                        69.0470	                       481.4681
                        74.0902	                       399.2026	                        74.0902	                       399.2026
                        89.6183	                       402.6354	                        89.6183	                       402.6354
                        98.5448	                       460.8453	                        98.5448	                       460.8453
                       100.5235	                       432.4065	                       100.5235	                       432.4065
                        76.1958	                       428.6300	                        76.1958	                       428.6300
                        76.7584	                       411.1500	                        76.7584	                       411.1500
                        95.9280	                       410.0763	                        95.9280	                       410.0763
                        77.1104	                       437.1802	                        77.1104	                       437.1802
                       172.3846	                       455.4738	                       172.3846	                       455.4738
                        87.8292	                       402.7779	                        87.8292	                       402.7779
                        96.0713	                       437.5441	                        96.0713	                       437.5441
                        74.6006	                       368.5256	                        74.6006	                       368.5256
                        85.8560	                       422.5748	                        85.8560	                       422.5748
                        73.1103	                       429.5191	                        73.1103	                       429.5191
                        93.0913	                       433.9482	                        93.0913	                       433.9482
                        64.6672	                       396.5263	                        64.6672	                       396.5263
                        66.5159	                       429.3297	                        66.5159	                       429.3297
                        72.3987	                       417.9025	                        72.3987	                       417.9025
                        79.1314	                       353.9970	                        79.1314	                       353.9970
                        78.6904	                       340.8464	                        78.6904	                       340.8464
                        82.6876	                       301.3255	                        82.6876	                       301.3255
                        91.1289	                       313.2927	                        91.1289	                       313.2927
                        98.2544	                       349.7237	                        98.2544	                       349.7237
                        96.1444	                       321.8994	                        96.1444	                       321.8994
                        69.7109	                       325.4336	                        69.7109	                       325.4336
                        74.4075	                       358.2849	                        74.4075	                       358.2849
                        93.9556	                       341.9054	                        93.9556	                       341.9054
                        98.8570	                       344.9938	                        98.8570	                       344.9938
                        88.7449	                       310.4156	                        88.7449	                       310.4156
                        77.2161	                       366.3818	                        77.2161	                       366.3818
                        83.9759	                       349.0535	                        83.9759	                       349.0535
                        63.3472	                       325.9793	                        63.3472	                       325.9793
                        69.8977	                       293.2588	                        69.8977	                       293.2588
                        88.1386	                       356.3320	                        88.1386	                       356.3320
                        65.2659	                       299.5618	                        65.2659	                       299.5618
                        65.6900	                       384.9183	                        65.6900	                       384.9183
                        81.4281	                       271.1509	                        81.4281	                       271.1509
                        93.0134	                       315.8190	                        93.0134	                       315.8190
                        65.2382	                       339.8878	                        65.2382	                       339.8878
                        74.9889	                       305.3813	                        74.9889	                       305.3813
                        81.6336	                       319.3491	                        81.6336	                       319.3491
                        76.6911	                       366.6877	                        76.6911	                       366.6877
                        99.4552	                       327.7201	                        99.4552	                       327.7201
                        65.9716	                       270.9105	                        65.9716	                       270.9105
                        92.4963	                       296.8648	                        92.4963	                       296.8648
                        95.2492	                       312.5702	                        95.2492	                       312.5702
                        87.6064	                       306.4780	                        87.6064	                       306.4780
                       169.3314	                       310.7633	                       169.3314	                       310.7633
                       168.2296	                       445.2825	                       168.2296	                       445.2825
                       179.2572	                       385.0393	                       179.2572	                       385.0393
                       186.9142	                       435.6283	                       186.9142	                       435.6283
                       104.5266	                       482.8481	                       104.5266	                       482.8481
                        73.7888	                       486.7763	                        73.7888	                       486.7763
                        89.1738	                       508.0260	                        89.1738	                       508.0260
                        66.8650	                       555.4525	                        66.8650	                       555.4525
                        85.5018	                       557.6920	                        85.5018	                       557.6920
                        71.6164	                       585.4981	                        71.6164	                       585.4981
                        87.0138	                       419.2047	                        87.0138	                       419.2047
                        72.3795	                       428.9400	                        72.3795	                       428.9400
                        72.8471	                       487.4722	                        72.8471	                       487.4722
                        77.8334	                       434.6060	                        77.8334	                       434.6060
                        95.6221	                       330.4021	                        95.6221	                       330.4021
                        69.3591	                       320.1695	                        69.3591	                       320.1695
                        90.8101	                       324.9307	                        90.8101	                       324.9307
                        84.0116	                       345.6474	                        84.0116	                       345.6474
                        80.7458	                       336.1808	                        80.7458	                       336.1808
                        84.2443	                       316.6415	                        84.2443	                       316.6415
                        85.4233	                       349.9120	                        85.4233	                       349.9120
                        98.8927	                       295.1526	                        98.8927	                       295.1526
                        84.7773	                       204.9483	                        84.7773	                       204.9483
                       102.5908	                       225.4992	                       102.5908	                       225.4992
                        98.7393	                       209.5962	                        98.7393	                       209.5962
                        86.4838	                       190.8070	                        86.4838	                       190.8070
                       168.3663	                       231.4040	                       168.3663	                       231.4040
                       170.5159	                       155.6887	                       170.5159	                       155.6887
                       170.6890	                       170.4441	                       170.6890	                       170.4441
                       186.9044	                       354.9800	                       186.9044	                       354.9800
                       162.2635	                       327.3672	                       162.2635	                       327.3672
                       154.5362	                       359.1236	                       154.5362	                       359.1236
                       154.0153	                       343.5890	                       154.0153	                       343.5890
                       163.9065	                       189.1106	                       163.9065	                       189.1106
                       180.0137	                       288.4222	                       180.0137	                       288.4222
                       173.6473	                       183.3138	                       173.6473	                       183.3138
                       172.9419	                       247.1266	                       172.9419	                       247.1266
                       163.5844	                       224.1660	                       163.5844	                       224.1660
                       162.1154	                       222.2931	                       162.1154	                       222.2931
                       148.8345	                       198.4241	                       148.8345	                       198.4241
                       192.1045	                       212.8816	                       192.1045	                       212.8816
                       178.3615	                       241.5569	                       178.3615	                       241.5569
                       182.6962	                       293.3982	                       182.6962	                       293.3982
                       171.5136	                       186.1671	                       171.5136	                       186.1671
                        91.6313	                       332.6470	                        91.6313	                       332.6470
                        89.5644	                       301.5824	                        89.5644	                       301.5824
                        84.4983	                       169.0129	                        84.4983	                       169.0129
                        86.1370	                       204.1968	                        86.1370	                       204.1968
                        91.9530	                       217.2683	                        91.9530	                       217.2683
                        79.6857	                       212.3007	                        79.6857	                       212.3007
                        79.4387	                       204.6988	                        79.4387	                       204.6988
                        83.1027	                       229.6453	                        83.1027	                       229.6453
                        66.7395	                       197.3470	                        66.7395	                       197.3470
                        94.7413	                       218.1605	                        94.7413	                       218.1605
                        60.2065	                       272.7722	                        60.2065	                       272.7722
                        75.6976	                       230.1858	                        75.6976	                       230.1858
                        84.4917	                       231.8467	                        84.4917	                       231.8467
                        81.4069	                       229.8278	                        81.4069	                       229.8278
                        86.3407	                       215.6425	                        86.3407	                       215.6425
                        66.2230	                       242.7619	                        66.2230	                       242.7619
                        63.7770	                       251.8492	                        63.7770	                       251.8492
                        80.0612	                       180.5233	                        80.0612	                       180.5233
                        76.6302	                       237.6510	                        76.6302	                       237.6510
                        90.7837	                       209.4103	                        90.7837	                       209.4103
                        72.8844	                       250.1189	                        72.8844	                       250.1189
                        82.2490	                       215.1104	                        82.2490	                       215.1104
                        82.2401	                       194.7170	                        82.2401	                       194.7170
                        85.9824	                       193.2150	                        85.9824	                       193.2150
                       166.1150	                       186.5150	                       166.1150	                       186.5150
                       188.3207	                       204.7904	                       188.3207	                       204.7904
                        63.3101	                       230.7654	                        63.3101	                       230.7654
                        77.5900	                       173.5812	                        77.5900	                       173.5812
                        82.4990	                       226.9554	                        82.4990	                       226.9554
                        90.8896	                       221.2456	                        90.8896	                       221.2456
                        66.0666	                       262.7295	                        66.0666	                       262.7295
                        81.2666	                       193.1632	                        81.2666	                       193.1632
                        78.2184	                       213.6518	                        78.2184	                       213.6518
                        92.3935	                       326.3096	                        92.3935	                       326.3096
                        74.4980	                       233.3695	                        74.4980	                       233.3695
                        71.1657	                       206.7235	                        71.1657	                       206.7235
                        87.1813	                       221.8091	                        87.1813	                       221.8091
                        98.2634	                       234.4601	                        98.2634	                       234.4601
                       178.0090	                       248.4799	                       178.0090	                       248.4799
                        87.4056	                       191.9678	                        87.4056	                       191.9678
                        77.7882	                       232.6514	                        77.7882	                       232.6514
                        65.2831	                       214.4160	                        65.2831	                       214.4160
                        67.7845	                       252.5178	                        67.7845	                       252.5178
                        78.7833	                       222.7627	                        78.7833	                       222.7627
                        97.3831	                       211.4039	                        97.3831	                       211.4039
                        87.6654	                       246.4477	                        87.6654	                       246.4477
                        92.1274	                       187.9772	                        92.1274	                       187.9772
                        84.5905	                       230.4829	                        84.5905	                       230.4829
                        72.4327	                       240.7127	                        72.4327	                       240.7127
                        88.1813	                       235.0416	                        88.1813	                       235.0416
                        83.7667	                       148.9549	                        83.7667	                       148.9549
                        89.4920	                       178.2232	                        89.4920	                       178.2232
                       168.3894	                       250.6726	                       168.3894	                       250.6726
                       173.6369	                       192.6089	                       173.6369	                       192.6089
                        71.1415	                       272.0769	                        71.1415	                       272.0769
                       111.9081	                       212.6499	                       111.9081	                       212.6499
                        86.8248	                       275.1186	                        86.8248	                       275.1186
                        85.9526	                       210.9780	                        85.9526	                       210.9780
                        89.9511	                       237.6806	                        89.9511	                       237.6806
                       100.8240	                       218.1712	                       100.8240	                       218.1712
                        77.6361	                       249.9660	                        77.6361	                       249.9660
                       104.4923	                       247.7800	                       104.4923	                       247.7800
                        84.0660	                       334.5564	                        84.0660	                       334.5564
                        75.0123	                       345.5455	                        75.0123	                       345.5455
                        91.4152	                       304.5559	                        91.4152	                       304.5559
                        82.0990	                       341.3630	                        82.0990	                       341.3630
                        96.0335	                       318.9785	                        96.0335	                       318.9785
                        82.7069	                       333.9564	                        82.7069	                       333.9564
                        81.1595	                       323.4570	                        81.1595	                       323.4570
                        82.1834	                       339.1051	                        82.1834	                       339.1051
                        87.2379	                       358.5573	                        87.2379	                       358.5573
                        61.9974	                       238.3055	                        61.9974	                       238.3055
                        89.0169	                       272.4690	                        89.0169	                       272.4690
                        74.7769	                       234.6860	                        74.7769	                       234.6860
                        73.7806	                       174.6029	                        73.7806	                       174.6029
                        91.4342	                       207.0776	                        91.4342	                       207.0776
                        70.1818	                       240.2473	                        70.1818	                       240.2473
                        69.2568	                       264.6120	                        69.2568	                       264.6120
                        59.0330	                       258.7381	                        59.0330	                       258.7381
                        83.3859	                       194.7291	                        83.3859	                       194.7291
                        90.2931	                       194.3986	                        90.2931	                       194.3986
                       105.2338	                       250.8728	                       105.2338	                       250.8728
                        94.6453	                       189.3452	                        94.6453	                       189.3452
                        91.0859	                       246.1928	                        91.0859	                       246.1928
                        85.6583	                       229.2694	                        85.6583	                       229.2694
                        81.7313	                       207.7304	                        81.7313	                       207.7304
                       183.1220	                       218.1357	                       183.1220	                       218.1357
                       169.1424	                       188.6258	                       169.1424	                       188.6258
                       173.7184	                       185.5602	                       173.7184	                       185.5602
                       154.2147	                       182.6113	                       154.2147	                       182.6113
                       176.1082	                       218.8914	                       176.1082	                       218.8914
                       174.5230	                       224.9075	                       174.5230	                       224.9075
                       169.3777	                       176.9882	                       169.3777	                       176.9882
                       160.4117	                       208.7294	                       160.4117	                       208.7294
                       182.6361	                       169.6138	                       182.6361	                       169.6138
                       170.2385	                       271.9790	                       170.2385	                       271.9790
                       172.5767	                       259.8036	                       172.5767	                       259.8036
                       168.2349	                       246.7625	                       168.2349	                       246.7625
                       161.7433	                       229.2106	                       161.7433	                       229.2106
                       152.7560	                       199.5384	                       152.7560	                       199.5384
                       158.8031	                       177.1598	                       158.8031	                       177.1598
                       162.8367	                       229.3244	                       162.8367	                       229.3244
                       160.2553	                       214.3473	                       160.2553	                       214.3473
                       153.1248	                       255.7195	                       153.1248	                       255.7195
                       164.2631	                       204.8407	                       164.2631	                       204.8407
                       146.7647	                       215.2632	                       146.7647	                       215.2632
                       150.9416	                       223.2051	                       150.9416	                       223.2051
                       164.4708	                       225.1308	                       164.4708	                       225.1308
                       160.0792	                       206.2808	                       160.0792	                       206.2808
                       164.2540	                       236.3751	                       164.2540	                       236.3751
                       151.8113	                       191.2543	                       151.8113	                       191.2543
                       161.9811	                       247.9708	                       161.9811	                       247.9708
                       177.1225	                       226.9339	                       177.1225	                       226.9339
                       151.9936	                       171.8793	                       151.9936	                       171.8793
                       163.1068	                       202.0547	                       163.1068	                       202.0547
                       160.5876	                       277.5254	                       160.5876	                       277.5254
                       177.0004	                       210.7755	                       177.0004	                       210.7755
                       165.7138	                       199.7248	                       165.7138	                       199.7248
                       174.0304	                       201.3850	                       174.0304	                       201.3850
                       161.3502	                       210.7635	                       161.3502	                       210.7635
                       172.9794	                       274.9005	                       172.9794	                       274.9005
                       147.2823	                       240.2964	                       147.2823	                       240.2964
                       168.4560	                       226.7732	                       168.4560	                       226.7732
                       161.8322	                       268.6886	                       161.8322	                       268.6886
                       167.2521	                       185.5509	                       167.2521	                       185.5509
                       160.3228	                       307.5177	                       160.3228	                       307.5177
                       161.8281	                       325.8971	                       161.8281	                       325.8971
                       167.9333	                       319.7357	                       167.9333	                       319.7357
                       148.5087	                       335.8543	                       148.5087	                       335.8543
                       169.7553	                       303.5332	                       169.7553	                       303.5332
                       164.5193	                       314.4217	                       164.5193	                       314.4217
                       140.4048	                       242.8624	                       140.4048	                       242.8624
                       161.5271	                       240.5581	                       161.5271	                       240.5581
                       167.0522	                       239.3523	                       167.0522	                       239.3523
                       177.2176	                       177.0226	                       177.2176	                       177.0226
                       160.7928	                       200.5354	                       160.7928	                       200.5354
                       153.2199	                       241.7863	                       153.2199	                       241.7863
                       150.0159	                       213.7124	                       150.0159	                       213.7124
                       161.4538	                       269.5013	                       161.4538	                       269.5013
                       161.6604	                       237.9756	                       161.6604	                       237.9756
                       164.8126	                       373.0834	                       164.8126	                       373.0834
                       180.9743	                       313.9699	                       180.9743	                       313.9699
                       162.3061	                       362.6766	                       162.3061	                       362.6766
                       178.5441	                       318.6732	                       178.5441	                       318.6732
                       172.2048	                       308.3168	                       172.2048	                       308.3168
                       169.2402	                       306.2986	                       169.2402	                       306.2986
                       160.8333	                       314.9355	                       160.8333	                       314.9355
                       173.4048	                       345.7728	                       173.4048	                       345.7728
                       180.4013	                       325.0713	                       180.4013	                       325.0713
                       170.0080	                       332.7999	                       170.0080	                       332.7999
                       167.4080	                       316.4404	                       167.4080	                       316.4404
                       159.6403	                       306.7281	                       159.6403	                       306.7281
                       170.4277	                       318.4893	                       170.4277	                       318.4893
